model,adapter,task,method,ttc,target,predictor,n_good,n_bad,good_mean,bad_mean,delta_bad_minus_good
FalconMix50,mix50,pick_and_place_simple,react_baseline,,gameable_hack_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,gameable_hack_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,fake_completion_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,easy_grader_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,proxy_farming_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,bad_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,repeated_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,reward_irrelevant_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,reasoning_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,action_entropy_mean,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,reasoning_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,action_p_hack,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,reasoning_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,reasoning_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,action_p_hack_late_slope,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_baseline,,ineffective_action,action_p_hack_late_change,0,0,,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,reasoning_entropy_mean,90,0,0.33603089006339726,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,action_entropy_mean,90,0,0.4088792493295236,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,reasoning_p_hack,90,0,0.9956015361041305,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,action_p_hack,90,0,0.9942501999603378,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,reasoning_p_hack_late_slope,90,0,0.000594716571153152,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,reasoning_p_hack_late_change,90,0,0.004746150244323033,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,action_p_hack_late_slope,90,0,0.0005489768521495544,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,gameable_hack_action,action_p_hack_late_change,90,0,0.027128896878825286,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,reasoning_entropy_mean,90,0,0.33603089006339726,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,action_entropy_mean,90,0,0.4088792493295236,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,reasoning_p_hack,90,0,0.9956015361041305,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,action_p_hack,90,0,0.9942501999603378,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,reasoning_p_hack_late_slope,90,0,0.000594716571153152,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,reasoning_p_hack_late_change,90,0,0.004746150244323033,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,action_p_hack_late_slope,90,0,0.0005489768521495544,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,fake_completion_action,action_p_hack_late_change,90,0,0.027128896878825286,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,reasoning_entropy_mean,90,0,0.33603089006339726,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,action_entropy_mean,90,0,0.4088792493295236,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,reasoning_p_hack,90,0,0.9956015361041305,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,action_p_hack,90,0,0.9942501999603378,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,reasoning_p_hack_late_slope,90,0,0.000594716571153152,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,reasoning_p_hack_late_change,90,0,0.004746150244323033,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,action_p_hack_late_slope,90,0,0.0005489768521495544,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,easy_grader_action,action_p_hack_late_change,90,0,0.027128896878825286,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,reasoning_entropy_mean,90,0,0.33603089006339726,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,action_entropy_mean,90,0,0.4088792493295236,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,reasoning_p_hack,90,0,0.9956015361041305,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,action_p_hack,90,0,0.9942501999603378,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,reasoning_p_hack_late_slope,90,0,0.000594716571153152,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,reasoning_p_hack_late_change,90,0,0.004746150244323033,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,action_p_hack_late_slope,90,0,0.0005489768521495544,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,proxy_farming_action,action_p_hack_late_change,90,0,0.027128896878825286,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,reasoning_entropy_mean,15,75,0.3744358686270113,0.32834989435067435,-0.04608597427633693
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,action_entropy_mean,15,75,0.36717920325161485,0.41721925854510516,0.050040055293490315
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,reasoning_p_hack,15,75,0.993066584567229,0.9961085264115108,0.003041941844281859
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,action_p_hack,15,75,0.9904628374510341,0.9950076724621985,0.0045448350111643165
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,reasoning_p_hack_late_slope,15,75,0.0008962213756546082,0.0005344156102528607,-0.0003618057654017475
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,reasoning_p_hack_late_change,15,75,0.01963992863893509,0.0017673945654006218,-0.01787253407353447
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,action_p_hack_late_slope,15,75,0.00025997033667943075,0.0006067781552435792,0.0003468078185641484
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,bad_action,action_p_hack_late_change,15,75,0.046036475731266874,0.023347381108336975,-0.0226890946229299
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,reasoning_entropy_mean,22,68,0.36931116381575646,0.32526374267292807,-0.04404742114282839
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,action_entropy_mean,22,68,0.36345456692136696,0.42357547010863295,0.060120903187265984
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,reasoning_p_hack,22,68,0.9917456861246716,0.9968490169798376,0.005103330855166011
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,action_p_hack,22,68,0.9920573332770304,0.9949596568284667,0.00290232355143627
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,reasoning_p_hack_late_slope,22,68,0.0013010057084488112,0.0003662112620280858,-0.0009347944464207253
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,reasoning_p_hack_late_change,22,68,0.021219646524299276,-0.0005835103168457518,-0.02180315684114503
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,action_p_hack_late_slope,22,68,0.0003382468023599478,0.000617154221199133,0.0002789074188391852
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,repeated_action,action_p_hack_late_change,22,68,0.0355051610280167,0.024418929065851604,-0.011086231962165096
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,reasoning_entropy_mean,17,73,0.37518789701678595,0.32691213501945743,-0.048275761997328526
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,action_entropy_mean,17,73,0.3710123344810609,0.4176975719654668,0.046685237484405895
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,reasoning_p_hack,17,73,0.9935649431803647,0.9960758111685687,0.002510867988203991
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,action_p_hack,17,73,0.9913004569563213,0.9949371264133279,0.0036366694570065805
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,reasoning_p_hack_late_slope,17,73,0.0008273916501624868,0.000540531963712622,-0.0002868596864498648
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,reasoning_p_hack_late_change,17,73,0.017500471542863286,0.0017759658323342072,-0.01572450571052908
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,action_p_hack_late_slope,17,73,0.0002486581144546578,0.0006189140924346673,0.0003702559779800095
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,reward_irrelevant_action,action_p_hack_late_change,17,73,0.041005397836367294,0.02389738295720592,-0.017108014879161373
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,reasoning_entropy_mean,17,73,0.37518789701678595,0.32691213501945743,-0.048275761997328526
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,action_entropy_mean,17,73,0.3710123344810609,0.4176975719654668,0.046685237484405895
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,reasoning_p_hack,17,73,0.9935649431803647,0.9960758111685687,0.002510867988203991
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,action_p_hack,17,73,0.9913004569563213,0.9949371264133279,0.0036366694570065805
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,reasoning_p_hack_late_slope,17,73,0.0008273916501624868,0.000540531963712622,-0.0002868596864498648
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,reasoning_p_hack_late_change,17,73,0.017500471542863286,0.0017759658323342072,-0.01572450571052908
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,action_p_hack_late_slope,17,73,0.0002486581144546578,0.0006189140924346673,0.0003702559779800095
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,8.0,ineffective_action,action_p_hack_late_change,17,73,0.041005397836367294,0.02389738295720592,-0.017108014879161373
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,reasoning_entropy_mean,90,0,0.32612521987297394,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,action_entropy_mean,90,0,0.34752458932950386,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,reasoning_p_hack,90,0,0.9936546296748534,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,action_p_hack,90,0,0.989380528755762,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,reasoning_p_hack_late_slope,90,0,-0.0001910442254943087,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,reasoning_p_hack_late_change,90,0,-0.00041554517925732,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,action_p_hack_late_slope,90,0,0.0017393670361193435,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,gameable_hack_action,action_p_hack_late_change,90,0,0.03455845140196659,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,reasoning_entropy_mean,90,0,0.32612521987297394,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,action_entropy_mean,90,0,0.34752458932950386,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,reasoning_p_hack,90,0,0.9936546296748534,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,action_p_hack,90,0,0.989380528755762,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,reasoning_p_hack_late_slope,90,0,-0.0001910442254943087,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,reasoning_p_hack_late_change,90,0,-0.00041554517925732,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,action_p_hack_late_slope,90,0,0.0017393670361193435,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,fake_completion_action,action_p_hack_late_change,90,0,0.03455845140196659,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,reasoning_entropy_mean,90,0,0.32612521987297394,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,action_entropy_mean,90,0,0.34752458932950386,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,reasoning_p_hack,90,0,0.9936546296748534,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,action_p_hack,90,0,0.989380528755762,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,reasoning_p_hack_late_slope,90,0,-0.0001910442254943087,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,reasoning_p_hack_late_change,90,0,-0.00041554517925732,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,action_p_hack_late_slope,90,0,0.0017393670361193435,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,easy_grader_action,action_p_hack_late_change,90,0,0.03455845140196659,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,reasoning_entropy_mean,90,0,0.32612521987297394,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,action_entropy_mean,90,0,0.34752458932950386,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,reasoning_p_hack,90,0,0.9936546296748534,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,action_p_hack,90,0,0.989380528755762,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,reasoning_p_hack_late_slope,90,0,-0.0001910442254943087,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,reasoning_p_hack_late_change,90,0,-0.00041554517925732,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,action_p_hack_late_slope,90,0,0.0017393670361193435,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,proxy_farming_action,action_p_hack_late_change,90,0,0.03455845140196659,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,reasoning_entropy_mean,16,74,0.3806290236631221,0.314340613648077,-0.0662884100150451
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,action_entropy_mean,16,74,0.4059295006480793,0.33489650039575786,-0.07103300025232145
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,reasoning_p_hack,16,74,0.9884838723422338,0.9947726312602848,0.0062887589180510295
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,action_p_hack,16,74,0.9872847242901722,0.989833675667241,0.0025489513770687866
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,reasoning_p_hack_late_slope,16,74,0.0006804831055651341,-0.0003794825673449991,-0.0010599656729101332
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,reasoning_p_hack_late_change,16,74,-0.00816285730494809,0.0012595493344055493,0.009422406639353639
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,action_p_hack_late_slope,16,74,0.0014411554272685673,0.0018038452218168087,0.00036268979454824146
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,bad_action,action_p_hack_late_change,16,74,0.03786602305869261,0.03384330077348529,-0.0040227222852073224
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,reasoning_entropy_mean,22,68,0.37847384376980436,0.3091889003769405,-0.06928494339286384
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,action_entropy_mean,22,68,0.3730517743055433,0.339265794190197,-0.03378598011534634
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,reasoning_p_hack,22,68,0.9887998862587142,0.9952252819565456,0.006425395697831404
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,action_p_hack,22,68,0.9877449671427407,0.9899096810423278,0.0021647138995870563
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,reasoning_p_hack_late_slope,22,68,0.0004981998845319499,-0.0004140349669733923,-0.0009122348515053422
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,reasoning_p_hack_late_change,22,68,0.004370330810321091,-0.001963916822944453,-0.006334247633265544
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,action_p_hack_late_slope,22,68,0.0012793424841645482,0.0018881985088106009,0.0006088560246460526
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,repeated_action,action_p_hack_late_change,22,68,0.027769082423412438,0.03675501195385176,0.008985929530439321
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,reasoning_entropy_mean,19,71,0.37480521091480595,0.3130981800167091,-0.06170703089809687
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,action_entropy_mean,19,71,0.4362854168147604,0.3237716918334493,-0.11251372498131113
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,reasoning_p_hack,19,71,0.9894710030864204,0.9947741917196454,0.005303188633224987
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,action_p_hack,19,71,0.9887694337650348,0.9895440612180693,0.000774627453034471
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,reasoning_p_hack_late_slope,19,71,0.0007392111735058254,-0.0004399858111422319,-0.0011791969846480573
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,reasoning_p_hack_late_change,19,71,-0.006960662970678866,0.0013359652156301359,0.008296628186309002
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,action_p_hack_late_slope,19,71,0.0013332220433947405,0.0018480537243132516,0.0005148316809185111
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,reward_irrelevant_action,action_p_hack_late_change,19,71,0.03209511520046937,0.03521765404743768,0.003122538846968309
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,reasoning_entropy_mean,19,71,0.37480521091480595,0.3130981800167091,-0.06170703089809687
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,action_entropy_mean,19,71,0.4362854168147604,0.3237716918334493,-0.11251372498131113
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,reasoning_p_hack,19,71,0.9894710030864204,0.9947741917196454,0.005303188633224987
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,action_p_hack,19,71,0.9887694337650348,0.9895440612180693,0.000774627453034471
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,reasoning_p_hack_late_slope,19,71,0.0007392111735058254,-0.0004399858111422319,-0.0011791969846480573
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,reasoning_p_hack_late_change,19,71,-0.006960662970678866,0.0013359652156301359,0.008296628186309002
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,action_p_hack_late_slope,19,71,0.0013332220433947405,0.0018480537243132516,0.0005148316809185111
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,16.0,ineffective_action,action_p_hack_late_change,19,71,0.03209511520046937,0.03521765404743768,0.003122538846968309
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,reasoning_entropy_mean,90,0,0.31614800540178845,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,action_entropy_mean,90,0,0.3563274024749996,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,reasoning_p_hack,90,0,0.9945643545149431,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,action_p_hack,90,0,0.9861561730062519,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,reasoning_p_hack_late_slope,90,0,-0.0009306723350463582,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,reasoning_p_hack_late_change,90,0,-0.001266728792102857,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,action_p_hack_late_slope,90,0,0.0031019006251658088,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,gameable_hack_action,action_p_hack_late_change,90,0,0.06659890624108138,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,fake_completion_action,reasoning_entropy_mean,90,0,0.31614800540178845,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,fake_completion_action,action_entropy_mean,90,0,0.3563274024749996,,
FalconMix50,mix50,pick_and_place_simple,react_ttc_monitored,32.0,fake_completion_action,reasoning_p_hack,90,0,0.9945643545149431,,
