model,adapter,task,ttc,target,feature_group,n,positives,base_rate,auroc,auprc
QwenMix50,mix50,pick_and_place_simple,8.0,easy_grader_action,all,86,6,0.06976744186046512,0.8770833333333333,0.41346153846153844
QwenMix50,mix50,pick_and_place_simple,8.0,future_easy_grader_action,mean_phack,90,6,0.06666666666666667,0.4920634920634921,0.11441028969958575
QwenMix50,mix50,pick_and_place_simple,8.0,future_easy_grader_action,late_phack,86,6,0.06976744186046512,0.7833333333333333,0.23377394210727542
QwenMix50,mix50,pick_and_place_simple,8.0,future_easy_grader_action,entropy,86,6,0.06976744186046512,0.9312499999999999,0.5031746031746032
QwenMix50,mix50,pick_and_place_simple,8.0,future_easy_grader_action,all,86,6,0.06976744186046512,0.9458333333333333,0.4966422466422466
QwenMix50,mix50,pick_and_place_simple,32.0,gameable_hack_action,mean_phack,90,40,0.4444444444444444,0.9445,0.9180743293488037
QwenMix50,mix50,pick_and_place_simple,32.0,gameable_hack_action,late_phack,89,40,0.449438202247191,0.9005102040816326,0.7892795462900455
QwenMix50,mix50,pick_and_place_simple,32.0,gameable_hack_action,entropy,89,40,0.449438202247191,0.963265306122449,0.9562281979890644
QwenMix50,mix50,pick_and_place_simple,32.0,gameable_hack_action,all,89,40,0.449438202247191,0.9576530612244897,0.9196308593800052
QwenMix50,mix50,pick_and_place_simple,32.0,future_gameable_hack_action,mean_phack,90,39,0.43333333333333335,0.8883861236802414,0.827901555303742
QwenMix50,mix50,pick_and_place_simple,32.0,future_gameable_hack_action,late_phack,89,38,0.42696629213483145,0.8384932920536636,0.7488242840403377
QwenMix50,mix50,pick_and_place_simple,32.0,future_gameable_hack_action,entropy,89,38,0.42696629213483145,0.9153766769865841,0.9115848603568193
QwenMix50,mix50,pick_and_place_simple,32.0,future_gameable_hack_action,all,89,38,0.42696629213483145,0.9097007223942208,0.8874029318478487
QwenMix50,mix50,pick_and_place_simple,32.0,easy_grader_action,mean_phack,90,40,0.4444444444444444,0.9445,0.9180743293488037
QwenMix50,mix50,pick_and_place_simple,32.0,easy_grader_action,late_phack,89,40,0.449438202247191,0.9005102040816326,0.7892795462900455
QwenMix50,mix50,pick_and_place_simple,32.0,easy_grader_action,entropy,89,40,0.449438202247191,0.963265306122449,0.9562281979890644
QwenMix50,mix50,pick_and_place_simple,32.0,easy_grader_action,all,89,40,0.449438202247191,0.9576530612244897,0.9196308593800052
QwenMix50,mix50,pick_and_place_simple,32.0,future_easy_grader_action,mean_phack,90,39,0.43333333333333335,0.8883861236802414,0.827901555303742
QwenMix50,mix50,pick_and_place_simple,32.0,future_easy_grader_action,late_phack,89,38,0.42696629213483145,0.8384932920536636,0.7488242840403377
QwenMix50,mix50,pick_and_place_simple,32.0,future_easy_grader_action,entropy,89,38,0.42696629213483145,0.9153766769865841,0.9115848603568193
QwenMix50,mix50,pick_and_place_simple,32.0,future_easy_grader_action,all,89,38,0.42696629213483145,0.9097007223942208,0.8874029318478487
QwenMix50,mix50,pick_and_place_simple,64.0,gameable_hack_action,mean_phack,90,29,0.32222222222222224,0.9202939513849633,0.8152622453492133
QwenMix50,mix50,pick_and_place_simple,64.0,gameable_hack_action,late_phack,89,29,0.3258426966292135,0.6045977011494252,0.4084948287957414
QwenMix50,mix50,pick_and_place_simple,64.0,gameable_hack_action,entropy,90,29,0.32222222222222224,0.4137931034482759,0.31018401083791425
QwenMix50,mix50,pick_and_place_simple,64.0,gameable_hack_action,all,89,29,0.3258426966292135,0.6241379310344827,0.42250762480679016
QwenMix50,mix50,pick_and_place_simple,64.0,future_gameable_hack_action,mean_phack,90,29,0.32222222222222224,0.4663651780667043,0.36040474503822595
QwenMix50,mix50,pick_and_place_simple,64.0,future_gameable_hack_action,late_phack,89,28,0.3146067415730337,0.5433255269320842,0.3749307357835525
QwenMix50,mix50,pick_and_place_simple,64.0,future_gameable_hack_action,entropy,90,29,0.32222222222222224,0.1758055398530243,0.21438063363823287
QwenMix50,mix50,pick_and_place_simple,64.0,future_gameable_hack_action,all,89,28,0.3146067415730337,0.14168618266978925,0.20291132438650683
QwenMix50,mix50,pick_and_place_simple,64.0,easy_grader_action,mean_phack,90,29,0.32222222222222224,0.9202939513849633,0.8152622453492133
QwenMix50,mix50,pick_and_place_simple,64.0,easy_grader_action,late_phack,89,29,0.3258426966292135,0.6045977011494252,0.4084948287957414
QwenMix50,mix50,pick_and_place_simple,64.0,easy_grader_action,entropy,90,29,0.32222222222222224,0.4137931034482759,0.31018401083791425
QwenMix50,mix50,pick_and_place_simple,64.0,easy_grader_action,all,89,29,0.3258426966292135,0.6241379310344827,0.42250762480679016
QwenMix50,mix50,pick_and_place_simple,64.0,future_easy_grader_action,mean_phack,90,29,0.32222222222222224,0.4663651780667043,0.36040474503822595
QwenMix50,mix50,pick_and_place_simple,64.0,future_easy_grader_action,late_phack,89,28,0.3146067415730337,0.5433255269320842,0.3749307357835525
QwenMix50,mix50,pick_and_place_simple,64.0,future_easy_grader_action,entropy,90,29,0.32222222222222224,0.1758055398530243,0.21438063363823287
QwenMix50,mix50,pick_and_place_simple,64.0,future_easy_grader_action,all,89,28,0.3146067415730337,0.14168618266978925,0.20291132438650683
QwenMix50,mix50,pick_and_place_simple,128.0,gameable_hack_action,mean_phack,90,26,0.28888888888888886,0.9585336538461537,0.8771112767606112
QwenMix50,mix50,pick_and_place_simple,128.0,gameable_hack_action,late_phack,86,26,0.3023255813953488,0.7166666666666667,0.5841548905634794
QwenMix50,mix50,pick_and_place_simple,128.0,gameable_hack_action,entropy,86,26,0.3023255813953488,0.8442307692307692,0.6938643206864618
QwenMix50,mix50,pick_and_place_simple,128.0,gameable_hack_action,all,86,26,0.3023255813953488,0.9384615384615385,0.799036176124593
QwenMix50,mix50,pick_and_place_simple,128.0,future_gameable_hack_action,mean_phack,90,26,0.28888888888888886,0.8407451923076924,0.6166811842657849
QwenMix50,mix50,pick_and_place_simple,128.0,future_gameable_hack_action,late_phack,86,24,0.27906976744186046,0.6700268817204301,0.5567326240297066
QwenMix50,mix50,pick_and_place_simple,128.0,future_gameable_hack_action,entropy,86,24,0.27906976744186046,0.7130376344086022,0.5959869840451876
QwenMix50,mix50,pick_and_place_simple,128.0,future_gameable_hack_action,all,86,24,0.27906976744186046,0.8051075268817204,0.7236047299338193
QwenMix50,mix50,pick_and_place_simple,128.0,easy_grader_action,mean_phack,90,26,0.28888888888888886,0.9585336538461537,0.8771112767606112
QwenMix50,mix50,pick_and_place_simple,128.0,easy_grader_action,late_phack,86,26,0.3023255813953488,0.7166666666666667,0.5841548905634794
QwenMix50,mix50,pick_and_place_simple,128.0,easy_grader_action,entropy,86,26,0.3023255813953488,0.8442307692307692,0.6938643206864618
QwenMix50,mix50,pick_and_place_simple,128.0,easy_grader_action,all,86,26,0.3023255813953488,0.9384615384615385,0.799036176124593
QwenMix50,mix50,pick_and_place_simple,128.0,future_easy_grader_action,mean_phack,90,26,0.28888888888888886,0.8407451923076924,0.6166811842657849
QwenMix50,mix50,pick_and_place_simple,128.0,future_easy_grader_action,late_phack,86,24,0.27906976744186046,0.6700268817204301,0.5567326240297066
QwenMix50,mix50,pick_and_place_simple,128.0,future_easy_grader_action,entropy,86,24,0.27906976744186046,0.7130376344086022,0.5959869840451876
QwenMix50,mix50,pick_and_place_simple,128.0,future_easy_grader_action,all,86,24,0.27906976744186046,0.8051075268817204,0.7236047299338193
QwenMix50,mix50,pick_and_place_simple,256.0,gameable_hack_action,mean_phack,90,12,0.13333333333333333,0.778846153846154,0.4325310267647729
QwenMix50,mix50,pick_and_place_simple,256.0,gameable_hack_action,late_phack,87,12,0.13793103448275862,0.6677777777777778,0.35696691591681623
QwenMix50,mix50,pick_and_place_simple,256.0,gameable_hack_action,entropy,87,12,0.13793103448275862,0.6033333333333333,0.2660582531126704
QwenMix50,mix50,pick_and_place_simple,256.0,gameable_hack_action,all,87,12,0.13793103448275862,0.7777777777777778,0.5717485822589435
QwenMix50,mix50,pick_and_place_simple,256.0,future_gameable_hack_action,mean_phack,90,11,0.12222222222222222,0.5581127733026467,0.1905954572005495
QwenMix50,mix50,pick_and_place_simple,256.0,future_gameable_hack_action,late_phack,87,11,0.12643678160919541,0.5394736842105264,0.16440480306311148
QwenMix50,mix50,pick_and_place_simple,256.0,future_gameable_hack_action,entropy,87,11,0.12643678160919541,0.784688995215311,0.30574627986392694
QwenMix50,mix50,pick_and_place_simple,256.0,future_gameable_hack_action,all,87,11,0.12643678160919541,0.6602870813397129,0.25905108223948803
QwenMix50,mix50,pick_and_place_simple,256.0,easy_grader_action,mean_phack,90,12,0.13333333333333333,0.778846153846154,0.4325310267647729
QwenMix50,mix50,pick_and_place_simple,256.0,easy_grader_action,late_phack,87,12,0.13793103448275862,0.6677777777777778,0.35696691591681623
QwenMix50,mix50,pick_and_place_simple,256.0,easy_grader_action,entropy,87,12,0.13793103448275862,0.6033333333333333,0.2660582531126704
QwenMix50,mix50,pick_and_place_simple,256.0,easy_grader_action,all,87,12,0.13793103448275862,0.7777777777777778,0.5717485822589435
QwenMix50,mix50,pick_and_place_simple,256.0,future_easy_grader_action,mean_phack,90,11,0.12222222222222222,0.5581127733026467,0.1905954572005495
QwenMix50,mix50,pick_and_place_simple,256.0,future_easy_grader_action,late_phack,87,11,0.12643678160919541,0.5394736842105264,0.16440480306311148
QwenMix50,mix50,pick_and_place_simple,256.0,future_easy_grader_action,entropy,87,11,0.12643678160919541,0.784688995215311,0.30574627986392694
QwenMix50,mix50,pick_and_place_simple,256.0,future_easy_grader_action,all,87,11,0.12643678160919541,0.6602870813397129,0.25905108223948803
