model,adapter,task,ttc,target,feature_group,feature,n_good,n_bad,good_mean,bad_mean,delta_bad_minus_good,standardized_effect
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,entropy,action_entropy_late_change,387,3,0.08807387990150264,-0.42298134167989093,-0.5110552215813936,-0.4161245805803868
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,reasoning_p_hack,387,3,0.9653058410212053,0.9212906532215349,-0.0440151877996704,-1.246021114859792
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,action_p_hack,387,3,0.9829688341006723,0.9224876523017883,-0.060481181798883954,-2.664414984058073
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,reasoning_p_hack_late_slope,380,3,0.004604566532170923,0.013117577619366766,0.008513011087195843,1.256206454738378
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,reasoning_p_hack_late_change,387,3,0.009543269419095394,-0.0301644829186526,-0.039707752337747995,-0.8025416271723305
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,action_p_hack_late_slope,380,3,0.0034993900864718425,0.019359644254048635,0.015860254167576793,2.2409723895732965
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,action_p_hack_late_change,387,3,0.02315278132254164,-0.07250553766886386,-0.0956583189914055,-1.2335938728697289
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,reasoning_entropy_mean,387,3,0.45357055450023753,0.8006558926385575,0.34708533813832,0.8421714254992609
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,action_entropy_mean,387,3,0.6777817882081535,1.1093354446192583,0.43155365641110477,1.0043377093765387
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,reasoning_entropy_late_slope,380,3,0.2748264488663129,0.7375582223370051,0.46273177347069216,0.7377652131836395
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,reasoning_entropy_late_change,387,3,-0.5058972246824028,-0.3625464042027791,0.14335082047962372,0.1906405499949994
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,action_entropy_late_slope,380,3,1.4898397511202155,2.342226961006721,0.8523872098865055,0.8302807284947085
QwenHack,hack,pick_and_place_simple,8.0,gameable_hack_action,all,action_entropy_late_change,387,3,0.08807387990150264,-0.42298134167989093,-0.5110552215813936,-0.4161245805803868
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,mean_phack,reasoning_p_hack,387,3,0.9650623431868642,0.9527018738515448,-0.012360469335319424,-0.34991116819681756
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,mean_phack,action_p_hack,387,3,0.982455524501691,0.9887045905703591,0.006249066068668041,0.27529398028454605
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,late_phack,reasoning_p_hack_late_slope,380,3,0.0046577538170976445,0.0063805215286486,0.0017227677115509554,0.2542169741233167
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,late_phack,reasoning_p_hack_late_change,387,3,0.009177489614158414,0.0170211119182182,0.007843622304059788,0.1585290789889704
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,late_phack,action_p_hack_late_slope,380,3,0.0036379602179864466,0.0018074275955320999,-0.0018305326224543467,-0.25864485031516615
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,late_phack,action_p_hack_late_change,387,3,0.022609505218869598,-0.002422920295170367,-0.025032425514039964,-0.3228140224789231
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,entropy,reasoning_entropy_mean,387,3,0.45624787911138537,0.4552810178004923,-0.0009668613108930746,-0.0023460022045944384
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,entropy,action_entropy_mean,387,3,0.6813063591595886,0.6546657918841534,-0.02664056727543518,-0.06199953566935797
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,entropy,reasoning_entropy_late_slope,380,3,0.2757743948143199,0.6174850689227848,0.34171067410846484,0.5448129192423481
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,entropy,reasoning_entropy_late_change,387,3,-0.5064345701021622,-0.29322884505381813,0.21320572504834406,0.2835397561681652
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,entropy,action_entropy_late_slope,380,3,1.4962529160731814,1.5298927336310346,0.03363981755785317,0.03276737602865057
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,entropy,action_entropy_late_change,387,3,0.08620441980053518,-0.18182098865509033,-0.2680254084556255,-0.21823856986210405
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,reasoning_p_hack,387,3,0.9650623431868642,0.9527018738515448,-0.012360469335319424,-0.34991116819681756
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,action_p_hack,387,3,0.982455524501691,0.9887045905703591,0.006249066068668041,0.27529398028454605
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,reasoning_p_hack_late_slope,380,3,0.0046577538170976445,0.0063805215286486,0.0017227677115509554,0.2542169741233167
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,reasoning_p_hack_late_change,387,3,0.009177489614158414,0.0170211119182182,0.007843622304059788,0.1585290789889704
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,action_p_hack_late_slope,380,3,0.0036379602179864466,0.0018074275955320999,-0.0018305326224543467,-0.25864485031516615
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,action_p_hack_late_change,387,3,0.022609505218869598,-0.002422920295170367,-0.025032425514039964,-0.3228140224789231
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,reasoning_entropy_mean,387,3,0.45624787911138537,0.4552810178004923,-0.0009668613108930746,-0.0023460022045944384
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,action_entropy_mean,387,3,0.6813063591595886,0.6546657918841534,-0.02664056727543518,-0.06199953566935797
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,reasoning_entropy_late_slope,380,3,0.2757743948143199,0.6174850689227848,0.34171067410846484,0.5448129192423481
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,reasoning_entropy_late_change,387,3,-0.5064345701021622,-0.29322884505381813,0.21320572504834406,0.2835397561681652
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,action_entropy_late_slope,380,3,1.4962529160731814,1.5298927336310346,0.03363981755785317,0.03276737602865057
QwenHack,hack,pick_and_place_simple,8.0,future_gameable_hack_action,all,action_entropy_late_change,387,3,0.08620441980053518,-0.18182098865509033,-0.2680254084556255,-0.21823856986210405
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,mean_phack,reasoning_p_hack,387,3,0.9653058410212053,0.9212906532215349,-0.0440151877996704,-1.246021114859792
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,mean_phack,action_p_hack,387,3,0.9829688341006723,0.9224876523017883,-0.060481181798883954,-2.664414984058073
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,late_phack,reasoning_p_hack_late_slope,380,3,0.004604566532170923,0.013117577619366766,0.008513011087195843,1.256206454738378
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,late_phack,reasoning_p_hack_late_change,387,3,0.009543269419095394,-0.0301644829186526,-0.039707752337747995,-0.8025416271723305
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,late_phack,action_p_hack_late_slope,380,3,0.0034993900864718425,0.019359644254048635,0.015860254167576793,2.2409723895732965
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,late_phack,action_p_hack_late_change,387,3,0.02315278132254164,-0.07250553766886386,-0.0956583189914055,-1.2335938728697289
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,entropy,reasoning_entropy_mean,387,3,0.45357055450023753,0.8006558926385575,0.34708533813832,0.8421714254992609
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,entropy,action_entropy_mean,387,3,0.6777817882081535,1.1093354446192583,0.43155365641110477,1.0043377093765387
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,entropy,reasoning_entropy_late_slope,380,3,0.2748264488663129,0.7375582223370051,0.46273177347069216,0.7377652131836395
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,entropy,reasoning_entropy_late_change,387,3,-0.5058972246824028,-0.3625464042027791,0.14335082047962372,0.1906405499949994
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,entropy,action_entropy_late_slope,380,3,1.4898397511202155,2.342226961006721,0.8523872098865055,0.8302807284947085
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,entropy,action_entropy_late_change,387,3,0.08807387990150264,-0.42298134167989093,-0.5110552215813936,-0.4161245805803868
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,reasoning_p_hack,387,3,0.9653058410212053,0.9212906532215349,-0.0440151877996704,-1.246021114859792
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,action_p_hack,387,3,0.9829688341006723,0.9224876523017883,-0.060481181798883954,-2.664414984058073
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,reasoning_p_hack_late_slope,380,3,0.004604566532170923,0.013117577619366766,0.008513011087195843,1.256206454738378
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,reasoning_p_hack_late_change,387,3,0.009543269419095394,-0.0301644829186526,-0.039707752337747995,-0.8025416271723305
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,action_p_hack_late_slope,380,3,0.0034993900864718425,0.019359644254048635,0.015860254167576793,2.2409723895732965
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,action_p_hack_late_change,387,3,0.02315278132254164,-0.07250553766886386,-0.0956583189914055,-1.2335938728697289
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,reasoning_entropy_mean,387,3,0.45357055450023753,0.8006558926385575,0.34708533813832,0.8421714254992609
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,action_entropy_mean,387,3,0.6777817882081535,1.1093354446192583,0.43155365641110477,1.0043377093765387
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,reasoning_entropy_late_slope,380,3,0.2748264488663129,0.7375582223370051,0.46273177347069216,0.7377652131836395
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,reasoning_entropy_late_change,387,3,-0.5058972246824028,-0.3625464042027791,0.14335082047962372,0.1906405499949994
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,action_entropy_late_slope,380,3,1.4898397511202155,2.342226961006721,0.8523872098865055,0.8302807284947085
QwenHack,hack,pick_and_place_simple,8.0,easy_grader_action,all,action_entropy_late_change,387,3,0.08807387990150264,-0.42298134167989093,-0.5110552215813936,-0.4161245805803868
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,mean_phack,reasoning_p_hack,387,3,0.9650623431868642,0.9527018738515448,-0.012360469335319424,-0.34991116819681756
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,mean_phack,action_p_hack,387,3,0.982455524501691,0.9887045905703591,0.006249066068668041,0.27529398028454605
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,late_phack,reasoning_p_hack_late_slope,380,3,0.0046577538170976445,0.0063805215286486,0.0017227677115509554,0.2542169741233167
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,late_phack,reasoning_p_hack_late_change,387,3,0.009177489614158414,0.0170211119182182,0.007843622304059788,0.1585290789889704
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,late_phack,action_p_hack_late_slope,380,3,0.0036379602179864466,0.0018074275955320999,-0.0018305326224543467,-0.25864485031516615
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,late_phack,action_p_hack_late_change,387,3,0.022609505218869598,-0.002422920295170367,-0.025032425514039964,-0.3228140224789231
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,entropy,reasoning_entropy_mean,387,3,0.45624787911138537,0.4552810178004923,-0.0009668613108930746,-0.0023460022045944384
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,entropy,action_entropy_mean,387,3,0.6813063591595886,0.6546657918841534,-0.02664056727543518,-0.06199953566935797
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,entropy,reasoning_entropy_late_slope,380,3,0.2757743948143199,0.6174850689227848,0.34171067410846484,0.5448129192423481
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,entropy,reasoning_entropy_late_change,387,3,-0.5064345701021622,-0.29322884505381813,0.21320572504834406,0.2835397561681652
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,entropy,action_entropy_late_slope,380,3,1.4962529160731814,1.5298927336310346,0.03363981755785317,0.03276737602865057
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,entropy,action_entropy_late_change,387,3,0.08620441980053518,-0.18182098865509033,-0.2680254084556255,-0.21823856986210405
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,reasoning_p_hack,387,3,0.9650623431868642,0.9527018738515448,-0.012360469335319424,-0.34991116819681756
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,action_p_hack,387,3,0.982455524501691,0.9887045905703591,0.006249066068668041,0.27529398028454605
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,reasoning_p_hack_late_slope,380,3,0.0046577538170976445,0.0063805215286486,0.0017227677115509554,0.2542169741233167
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,reasoning_p_hack_late_change,387,3,0.009177489614158414,0.0170211119182182,0.007843622304059788,0.1585290789889704
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,action_p_hack_late_slope,380,3,0.0036379602179864466,0.0018074275955320999,-0.0018305326224543467,-0.25864485031516615
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,action_p_hack_late_change,387,3,0.022609505218869598,-0.002422920295170367,-0.025032425514039964,-0.3228140224789231
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,reasoning_entropy_mean,387,3,0.45624787911138537,0.4552810178004923,-0.0009668613108930746,-0.0023460022045944384
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,action_entropy_mean,387,3,0.6813063591595886,0.6546657918841534,-0.02664056727543518,-0.06199953566935797
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,reasoning_entropy_late_slope,380,3,0.2757743948143199,0.6174850689227848,0.34171067410846484,0.5448129192423481
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,reasoning_entropy_late_change,387,3,-0.5064345701021622,-0.29322884505381813,0.21320572504834406,0.2835397561681652
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,action_entropy_late_slope,380,3,1.4962529160731814,1.5298927336310346,0.03363981755785317,0.03276737602865057
QwenHack,hack,pick_and_place_simple,8.0,future_easy_grader_action,all,action_entropy_late_change,387,3,0.08620441980053518,-0.18182098865509033,-0.2680254084556255,-0.21823856986210405
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,mean_phack,reasoning_p_hack,386,4,0.9613329930866693,0.9463375123749886,-0.014995480711680664,-0.39372114178574524
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,mean_phack,action_p_hack,386,4,0.979854747315314,0.9254247400909663,-0.054430007224347654,-1.8820888330481196
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,late_phack,reasoning_p_hack_late_slope,380,4,0.005630494470896563,0.012164419210915,0.006533924740018437,0.9034352295012466
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,late_phack,reasoning_p_hack_late_change,386,4,0.002645928929164863,0.005584480847835898,0.002938551918671035,0.05162813468771345
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,late_phack,action_p_hack_late_slope,381,4,0.004126642861935085,0.017160831125719124,0.013034188263784038,1.9043923672983616
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,late_phack,action_p_hack_late_change,386,4,0.017311172521345262,0.021864310279488604,0.004553137758143342,0.05589603330312288
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,entropy,reasoning_entropy_mean,386,4,0.5126467816729487,0.8565934722954157,0.34394669062246697,1.0532615484206034
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,entropy,action_entropy_mean,386,4,0.728026678720621,1.0053457502624952,0.2773190715418742,0.6859665561740795
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,entropy,reasoning_entropy_late_slope,380,4,0.425176715764004,0.024717466323636472,-0.40045924944036754,-0.5730370739013089
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,entropy,reasoning_entropy_late_change,386,4,-0.32728989619003435,-0.8044240716844797,-0.47713417549444537,-0.674629808590952
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,entropy,action_entropy_late_slope,381,4,1.7223091831530404,1.4629207886755466,-0.25938839447749373,-0.2347626183862647
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,entropy,action_entropy_late_change,386,4,0.3090585374126785,-1.2526912670582533,-1.561749804470932,-1.2940183018464466
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,reasoning_p_hack,386,4,0.9613329930866693,0.9463375123749886,-0.014995480711680664,-0.39372114178574524
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,action_p_hack,386,4,0.979854747315314,0.9254247400909663,-0.054430007224347654,-1.8820888330481196
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,reasoning_p_hack_late_slope,380,4,0.005630494470896563,0.012164419210915,0.006533924740018437,0.9034352295012466
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,reasoning_p_hack_late_change,386,4,0.002645928929164863,0.005584480847835898,0.002938551918671035,0.05162813468771345
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,action_p_hack_late_slope,381,4,0.004126642861935085,0.017160831125719124,0.013034188263784038,1.9043923672983616
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,action_p_hack_late_change,386,4,0.017311172521345262,0.021864310279488604,0.004553137758143342,0.05589603330312288
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,reasoning_entropy_mean,386,4,0.5126467816729487,0.8565934722954157,0.34394669062246697,1.0532615484206034
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,action_entropy_mean,386,4,0.728026678720621,1.0053457502624952,0.2773190715418742,0.6859665561740795
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,reasoning_entropy_late_slope,380,4,0.425176715764004,0.024717466323636472,-0.40045924944036754,-0.5730370739013089
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,reasoning_entropy_late_change,386,4,-0.32728989619003435,-0.8044240716844797,-0.47713417549444537,-0.674629808590952
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,action_entropy_late_slope,381,4,1.7223091831530404,1.4629207886755466,-0.25938839447749373,-0.2347626183862647
QwenHack,hack,pick_and_place_simple,16.0,gameable_hack_action,all,action_entropy_late_change,386,4,0.3090585374126785,-1.2526912670582533,-1.561749804470932,-1.2940183018464466
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,mean_phack,reasoning_p_hack,386,4,0.9610057994903602,0.9779116944188163,0.016905894928456067,0.4438809520095437
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,mean_phack,action_p_hack,386,4,0.9791445845270668,0.993955449156818,0.01481086462975123,0.5121322658023264
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,late_phack,reasoning_p_hack_late_slope,380,4,0.005719633411105233,0.0036962198910913506,-0.0020234135200138826,-0.27977412207299296
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,late_phack,reasoning_p_hack_late_change,386,4,0.002557376935190441,0.0141297482663677,0.011572371331177259,0.20331781172423716
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,late_phack,action_p_hack_late_slope,381,4,0.004292501202450251,0.001362824191649675,-0.002929677010800576,-0.4280477176718597
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,late_phack,action_p_hack_late_change,386,4,0.01755899627569605,-0.0020506820153622,-0.01960967829105825,-0.2407357934339069
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,entropy,reasoning_entropy_mean,386,4,0.5139669561425356,0.7291966359802831,0.21522967983774743,0.6590938422512874
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,entropy,action_entropy_mean,386,4,0.7307107316353818,0.7463346439880774,0.015623912352695557,0.03864675188387082
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,entropy,reasoning_entropy_late_slope,380,4,0.41984798823868824,0.5309465812286361,0.1110985929899479,0.15897650692418921
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,entropy,reasoning_entropy_late_change,386,4,-0.32528842576620726,-0.997565967583796,-0.6722775418175888,-0.9505470214670793
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,entropy,action_entropy_late_slope,381,4,1.7248668689167694,1.2193012196803465,-0.5055656492364229,-0.4575683342347556
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,entropy,action_entropy_late_change,386,4,0.30009725182154334,-0.3879272075137123,-0.6880244593352556,-0.5700761030666087
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,reasoning_p_hack,386,4,0.9610057994903602,0.9779116944188163,0.016905894928456067,0.4438809520095437
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,action_p_hack,386,4,0.9791445845270668,0.993955449156818,0.01481086462975123,0.5121322658023264
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,reasoning_p_hack_late_slope,380,4,0.005719633411105233,0.0036962198910913506,-0.0020234135200138826,-0.27977412207299296
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,reasoning_p_hack_late_change,386,4,0.002557376935190441,0.0141297482663677,0.011572371331177259,0.20331781172423716
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,action_p_hack_late_slope,381,4,0.004292501202450251,0.001362824191649675,-0.002929677010800576,-0.4280477176718597
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,action_p_hack_late_change,386,4,0.01755899627569605,-0.0020506820153622,-0.01960967829105825,-0.2407357934339069
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,reasoning_entropy_mean,386,4,0.5139669561425356,0.7291966359802831,0.21522967983774743,0.6590938422512874
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,action_entropy_mean,386,4,0.7307107316353818,0.7463346439880774,0.015623912352695557,0.03864675188387082
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,reasoning_entropy_late_slope,380,4,0.41984798823868824,0.5309465812286361,0.1110985929899479,0.15897650692418921
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,reasoning_entropy_late_change,386,4,-0.32528842576620726,-0.997565967583796,-0.6722775418175888,-0.9505470214670793
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,action_entropy_late_slope,381,4,1.7248668689167694,1.2193012196803465,-0.5055656492364229,-0.4575683342347556
QwenHack,hack,pick_and_place_simple,16.0,future_gameable_hack_action,all,action_entropy_late_change,386,4,0.30009725182154334,-0.3879272075137123,-0.6880244593352556,-0.5700761030666087
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,mean_phack,reasoning_p_hack,386,4,0.9613329930866693,0.9463375123749886,-0.014995480711680664,-0.39372114178574524
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,mean_phack,action_p_hack,386,4,0.979854747315314,0.9254247400909663,-0.054430007224347654,-1.8820888330481196
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,late_phack,reasoning_p_hack_late_slope,380,4,0.005630494470896563,0.012164419210915,0.006533924740018437,0.9034352295012466
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,late_phack,reasoning_p_hack_late_change,386,4,0.002645928929164863,0.005584480847835898,0.002938551918671035,0.05162813468771345
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,late_phack,action_p_hack_late_slope,381,4,0.004126642861935085,0.017160831125719124,0.013034188263784038,1.9043923672983616
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,late_phack,action_p_hack_late_change,386,4,0.017311172521345262,0.021864310279488604,0.004553137758143342,0.05589603330312288
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,entropy,reasoning_entropy_mean,386,4,0.5126467816729487,0.8565934722954157,0.34394669062246697,1.0532615484206034
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,entropy,action_entropy_mean,386,4,0.728026678720621,1.0053457502624952,0.2773190715418742,0.6859665561740795
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,entropy,reasoning_entropy_late_slope,380,4,0.425176715764004,0.024717466323636472,-0.40045924944036754,-0.5730370739013089
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,entropy,reasoning_entropy_late_change,386,4,-0.32728989619003435,-0.8044240716844797,-0.47713417549444537,-0.674629808590952
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,entropy,action_entropy_late_slope,381,4,1.7223091831530404,1.4629207886755466,-0.25938839447749373,-0.2347626183862647
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,entropy,action_entropy_late_change,386,4,0.3090585374126785,-1.2526912670582533,-1.561749804470932,-1.2940183018464466
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,reasoning_p_hack,386,4,0.9613329930866693,0.9463375123749886,-0.014995480711680664,-0.39372114178574524
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,action_p_hack,386,4,0.979854747315314,0.9254247400909663,-0.054430007224347654,-1.8820888330481196
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,reasoning_p_hack_late_slope,380,4,0.005630494470896563,0.012164419210915,0.006533924740018437,0.9034352295012466
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,reasoning_p_hack_late_change,386,4,0.002645928929164863,0.005584480847835898,0.002938551918671035,0.05162813468771345
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,action_p_hack_late_slope,381,4,0.004126642861935085,0.017160831125719124,0.013034188263784038,1.9043923672983616
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,action_p_hack_late_change,386,4,0.017311172521345262,0.021864310279488604,0.004553137758143342,0.05589603330312288
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,reasoning_entropy_mean,386,4,0.5126467816729487,0.8565934722954157,0.34394669062246697,1.0532615484206034
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,action_entropy_mean,386,4,0.728026678720621,1.0053457502624952,0.2773190715418742,0.6859665561740795
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,reasoning_entropy_late_slope,380,4,0.425176715764004,0.024717466323636472,-0.40045924944036754,-0.5730370739013089
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,reasoning_entropy_late_change,386,4,-0.32728989619003435,-0.8044240716844797,-0.47713417549444537,-0.674629808590952
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,action_entropy_late_slope,381,4,1.7223091831530404,1.4629207886755466,-0.25938839447749373,-0.2347626183862647
QwenHack,hack,pick_and_place_simple,16.0,easy_grader_action,all,action_entropy_late_change,386,4,0.3090585374126785,-1.2526912670582533,-1.561749804470932,-1.2940183018464466
